







step,loss,grad_norm,learning_rate,num_tokens,completions/mean_length,completions/min_length,completions/max_length,completions/clipped_ratio,completions/mean_terminated_length,completions/min_terminated_length,completions/max_terminated_length,rewards/reward_func/mean,rewards/reward_func/std,reward,reward_std,frac_reward_zero_std,kl,entropy,clip_ratio/low_mean,clip_ratio/low_min,clip_ratio/high_mean,clip_ratio/high_max,clip_ratio/region_mean,epoch
280,0.0423,0.3032665252685547,4.626205787781351e-06,1462489.0,185.4375,94.9,398.8,0.03125,174.89946746826172,94.9,330.7,0.675,0.45232459008693693,0.675,0.36192660629749296,0.2,0.007631030771881342,0.370721985027194,0.0,0.0,0.0,0.0,0.0,0.08
290,0.0154,0.2737269103527069,4.612808145766346e-06,1515166.0,180.93125,108.4,433.1,0.00625,178.7620834350586,108.4,404.6,0.6125,0.4547078847885132,0.6125,0.4218813061714172,0.1,0.010446140833664685,0.3465994022786617,0.0,0.0,0.0,0.0,0.0,0.08
300,0.0502,0.27681201696395874,4.59941050375134e-06,1568917.0,194.34375,85.8,423.0,0.025,187.14214630126952,85.8,405.4,0.625,0.432096341252327,0.625,0.3465655788779259,0.2,0.00952380794333294,0.38049198910593984,0.0,0.0,0.0,0.0,0.0,0.08
310,-0.0041,0.3981647193431854,4.586012861736335e-06,1617678.0,162.75625,78.7,313.9,0.0125,158.95333557128907,78.7,295.2,0.6875,0.40668825507164,0.6875,0.26218335181474683,0.4,0.009931891085579991,0.34163100868463514,0.0,0.0,0.0,0.0,0.0,0.08
320,-0.027,0.003357565263286233,4.572615219721329e-06,1667729.0,166.71875,83.9,376.9,0.00625,164.48833465576172,83.9,349.9,0.625,0.47519594728946685,0.625,0.3217086285352707,0.35,0.011844829679466784,0.32770892381668093,0.0,0.0,0.0,0.0,0.0,0.09
330,0.02,0.34089523553848267,4.559217577706324e-06,1717610.0,168.80625,86.9,338.9,0.0125,164.5679183959961,86.9,286.8,0.65625,0.47306730449199674,0.65625,0.418540233373642,0.05,0.010702391841914505,0.377726348862052,0.0,0.0,0.0,0.0,0.0,0.09
340,-0.0009,0.2558782696723938,4.545819935691318e-06,1767996.0,180.1125,80.3,383.7,0.025,172.60702819824218,80.3,334.4,0.53125,0.42540628612041476,0.53125,0.3065871447324753,0.3,0.011877128446940333,0.3987654477357864,0.0,0.0,0.0,0.0,0.0,0.09
350,0.0221,0.5786082148551941,4.532422293676314e-06,1817991.0,178.26875,82.0,365.7,0.00625,176.37000122070313,82.0,354.6,0.6,0.3999382257461548,0.6,0.3480194345116615,0.25,0.015694562182761728,0.3624920427799225,0.0,0.0,0.0,0.0,0.0,0.09
360,0.033,0.5352923274040222,4.519024651661308e-06,1867166.0,169.74375,97.9,318.4,0.0125,165.77589416503906,97.9,291.1,0.63125,0.45308822095394136,0.63125,0.39515911042690277,0.15,0.014198367879725993,0.3294517666101456,0.0,0.0,0.0,0.0,0.0,0.1
370,0.0031,0.4087902009487152,4.505627009646303e-06,1924290.0,201.225,111.2,411.6,0.0125,197.09833526611328,111.2,378.6,0.53125,0.4759595781564713,0.53125,0.3701224699616432,0.2,0.014218832168262452,0.32735944353044033,0.0,0.0,0.0,0.0,0.0,0.1
380,0.0225,0.6747449040412903,4.492229367631297e-06,1979003.0,197.45625,94.7,406.6,0.01875,191.46042022705078,94.7,350.1,0.5,0.42992129027843473,0.5,0.3130935296416283,0.3,0.018609651969745754,0.3458919495344162,0.0,0.0,0.0,0.0,0.0,0.1
390,0.0683,0.36480557918548584,4.478831725616292e-06,2037270.0,204.71875,91.4,388.1,0.0375,193.85309906005858,91.4,335.5,0.625,0.4678895562887192,0.625,0.37286227196455,0.2,0.014986386860255153,0.36514721214771273,0.0,0.0,0.0,0.0,0.0,0.1
400,0.1102,0.5045839548110962,4.465434083601286e-06,2092233.0,196.41875,104.8,398.6,0.0125,192.1795852661133,104.8,370.5,0.59375,0.39489170610904695,0.59375,0.33647857755422594,0.2,0.014256782736629248,0.36094997078180313,0.0,0.0,0.0,0.0,0.0,0.11
410,0.0182,0.4068664014339447,4.452036441586281e-06,2144438.0,187.88125,100.7,406.4,0.0375,175.1414321899414,100.7,292.1,0.49375,0.41555029451847075,0.49375,0.335805681347847,0.3,0.017980365210678428,0.3923073086887598,0.0,0.0,0.0,0.0,0.0,0.11
420,0.0135,0.5765089988708496,4.438638799571276e-06,2199858.0,191.575,113.9,371.0,0.00625,189.33208465576172,113.9,350.6,0.61875,0.45188636481761935,0.61875,0.35834206491708753,0.2,0.01893925459589809,0.32587600089609625,0.0,0.0,0.0,0.0,0.0,0.11
430,0.0231,0.3320615291595459,4.425241157556271e-06,2254708.0,197.5125,117.1,349.3,0.00625,196.125,117.1,347.9,0.5125,0.3735561668872833,0.5125,0.2807096868753433,0.35,0.017017140262760223,0.3467793334275484,0.0,0.0,0.0,0.0,0.0,0.12
440,0.0044,0.4954688847064972,4.411843515541265e-06,2307676.0,189.1,98.1,347.3,0.0125,185.55666809082032,98.1,323.6,0.725,0.4338379830121994,0.725,0.3316198617219925,0.25,0.018453018134459855,0.33438842855393885,0.0,0.0,0.0,0.0,0.0,0.12
450,-0.0166,0.006085423287004232,4.39844587352626e-06,2356471.0,170.21875,93.1,298.4,0.0,170.21875,93.1,298.4,0.7125,0.408331099152565,0.7125,0.34340027570724485,0.25,0.02131388750858605,0.3273367989808321,0.0,0.0,0.0,0.0,0.0,0.12
460,0.0165,0.37875548005104065,4.385048231511254e-06,2413678.0,210.54375,119.5,344.6,0.0,210.54375,119.5,344.6,0.70625,0.44892236292362214,0.70625,0.3629612296819687,0.2,0.019153325795195998,0.3248255100101233,0.0,0.0,0.0,0.0,0.0,0.12
470,0.044,0.3476581275463104,4.371650589496249e-06,2469563.0,201.63125,112.5,339.1,0.00625,199.75750122070312,112.5,334.0,0.65625,0.3650593370199203,0.65625,0.31120631396770476,0.3,0.018993171164765954,0.3521609988063574,0.0,0.0,0.0,0.0,0.0,0.13
480,0.0242,0.43521663546562195,4.358252947481243e-06,2525138.0,201.34375,117.7,373.3,0.00625,199.41583404541015,117.7,355.3,0.63125,0.4567346632480621,0.63125,0.3817169204354286,0.2,0.01706633686553687,0.2916294425725937,0.0,0.0,0.0,0.0,0.0,0.13
490,0.0335,0.3861883282661438,4.344855305466239e-06,2583555.0,221.25625,120.3,389.3,0.05625,206.6093978881836,120.3,340.3,0.65625,0.3497067987918854,0.65625,0.23526734709739686,0.45,0.020862722024321555,0.33272988386452196,0.0,0.0,0.0,0.0,0.0,0.13
500,0.0419,0.4096589982509613,4.3314576634512325e-06,2641641.0,216.8375,116.4,374.5,0.01875,211.72041931152344,116.4,349.1,0.5875,0.4856482893228531,0.5875,0.3402349591255188,0.3,0.0229367297841236,0.33805242031812666,0.0,0.0,0.0,0.0,0.0,0.13
510,0.0432,0.3788171410560608,4.318060021436228e-06,2699220.0,208.56875,109.6,376.9,0.01875,203.86833953857422,109.6,349.0,0.5625,0.4497909277677536,0.5625,0.367819944024086,0.15,0.020138694485649467,0.3134287789463997,0.0,0.0,0.0,0.0,0.0,0.14
520,0.0312,0.007758200168609619,4.304662379421222e-06,2750561.0,182.43125,105.7,318.5,0.00625,180.4866683959961,105.7,297.4,0.7375,0.3583921790122986,0.7375,0.2304086357355118,0.5,0.020817291038110853,0.315638805180788,0.0,0.0,0.0,0.0,0.0,0.14
530,0.0176,0.21012088656425476,4.291264737406217e-06,2810282.0,225.65625,124.2,363.7,0.0125,222.33333587646484,124.2,355.3,0.5625,0.4237034678459167,0.5625,0.32615595161914823,0.25,0.020377938682213426,0.3350846476852894,0.0,0.0,0.0,0.0,0.0,0.14
540,0.0992,0.00847382191568613,4.277867095391211e-06,2866166.0,206.425,120.7,400.8,0.025,198.62541961669922,120.7,342.9,0.68125,0.294171416759491,0.68125,0.25082218199968337,0.45,0.023551853140816092,0.31273063234984877,0.0,0.0,0.0,0.0,0.0,0.14
550,0.0154,0.21758756041526794,4.264469453376206e-06,2924442.0,213.525,129.8,379.4,0.0125,209.69125213623047,129.8,345.9,0.71875,0.39519276916980745,0.71875,0.2998412176966667,0.35,0.01962179832626134,0.26981446258723735,0.0,0.0,0.0,0.0,0.0,0.15
560,0.0267,0.395308256149292,4.251071811361201e-06,2984136.0,221.7375,128.8,390.1,0.025,214.15107421875,128.8,339.0,0.5,0.4367610663175583,0.5,0.3678199425339699,0.15,0.021312308008782567,0.31971434913575647,0.0,0.0,0.0,0.0,0.0,0.15
570,-0.0024,0.25249341130256653,4.237674169346195e-06,3035635.0,187.31875,113.4,338.0,0.0,187.31875,113.4,338.0,0.75625,0.370938378572464,0.75625,0.2861775204539299,0.35,0.026488381391391157,0.2755265966057777,0.0,0.0,0.0,0.0,0.0,0.15
580,0.0337,0.27859723567962646,4.22427652733119e-06,3090303.0,200.825,106.9,341.5,0.025,193.64035339355468,106.9,312.0,0.70625,0.3576465666294098,0.70625,0.2962605983018875,0.35,0.029362648073583842,0.2895083505660295,0.0,0.0,0.0,0.0,0.0,0.16
590,0.0555,0.01375682931393385,4.210878885316185e-06,3146230.0,204.49375,113.7,423.2,0.03125,194.95250549316407,113.7,361.1,0.70625,0.3667597323656082,0.70625,0.24092506766319274,0.45,0.02839086772873998,0.3562132574617863,0.0,0.0,0.0,0.0,0.0,0.16
600,0.0329,0.3986550271511078,4.197481243301179e-06,3201720.0,205.6625,118.6,348.5,0.025,198.7964309692383,118.6,345.2,0.5375,0.48556444346904754,0.5375,0.35706396996974943,0.25,0.03183348090387881,0.3438235118985176,0.0,0.0,0.0,0.0,0.0,0.16
610,0.0143,0.3473605513572693,4.184083601286174e-06,3254210.0,188.5625,109.6,329.0,0.00625,186.75458374023438,109.6,310.3,0.75,0.37480866611003877,0.75,0.27250989973545076,0.35,0.03957397476769984,0.3046700324863195,0.0,0.0,0.0,0.0,0.0,0.16
620,0.0478,0.41251182556152344,4.1706859592711684e-06,3310924.0,214.9125,121.5,382.9,0.00625,213.07958374023437,121.5,364.0,0.68125,0.3888851970434189,0.68125,0.30300652533769606,0.3,0.08759135771542788,0.30792030952870847,0.0,0.0,0.0,0.0,0.0,0.17
630,0.0516,0.016667727380990982,4.157288317256164e-06,3365356.0,192.65,118.3,322.1,0.0125,189.47750396728514,118.3,295.1,0.63125,0.4075598865747452,0.63125,0.3221419811248779,0.3,0.030330542009323835,0.28146135434508324,0.0,0.0,0.0,0.0,0.0,0.17
640,0.026,0.3744175136089325,4.1438906752411575e-06,3416786.0,176.1375,98.3,315.7,0.00625,174.07791748046876,98.3,293.1,0.70625,0.38396517038345335,0.70625,0.28975813686847685,0.35,0.03149589102249593,0.2570202860981226,0.0,0.0,0.0,0.0,0.0,0.17
650,0.0061,0.3749487102031708,4.130493033226153e-06,3470056.0,193.5875,113.9,367.7,0.0125,189.72833557128905,113.9,336.5,0.7375,0.36335299015045164,0.7375,0.24997351616621016,0.45,0.029506037663668393,0.2953989923000336,0.0,0.0,0.0,0.0,0.0,0.17
660,0.0302,0.49668923020362854,4.117095391211147e-06,3520339.0,175.51875,101.5,355.5,0.0125,171.33375244140626,101.5,313.0,0.65625,0.45847630500793457,0.65625,0.37031627893447877,0.2,0.031227328488603233,0.2701334884390235,0.0,0.0,0.0,0.0,0.0,0.18
670,0.0397,0.39385008811950684,4.103697749196142e-06,3573529.0,194.4375,107.7,343.8,0.00625,192.28416748046874,107.7,321.5,0.525,0.4814592033624649,0.525,0.35749340057373047,0.2,0.03089285627938807,0.28118749484419825,0.0,0.0,0.0,0.0,0.0,0.18
680,0.0471,0.466646671295166,4.090300107181136e-06,3619528.0,156.59375,96.5,299.3,0.00625,154.12416763305663,96.5,264.7,0.825,0.2778134554624557,0.825,0.21589234620332717,0.5,0.04286410864442587,0.22375619672238828,0.0,0.0,0.0,0.0,0.0,0.18
690,0.0022,0.2924233675003052,4.076902465166131e-06,3673558.0,192.5375,120.1,345.9,0.01875,186.86946563720704,120.1,319.1,0.81875,0.3230417013168335,0.81875,0.28533278256654737,0.35,0.03504797490313649,0.24870354533195496,0.0,0.0,0.0,0.0,0.0,0.18
700,0.0036,0.3022490441799164,4.063504823151126e-06,3721050.0,158.425,90.3,252.3,0.00625,156.10833435058595,90.3,228.3,0.9,0.1586676388978958,0.9,0.07891046553850174,0.8,0.037546100188046695,0.21324977986514568,0.0,0.0,0.0,0.0,0.0,0.19
710,0.0528,0.385185182094574,4.05010718113612e-06,3771148.0,172.8625,105.8,297.4,0.00625,171.26708374023437,105.8,286.4,0.78125,0.34506223201751707,0.78125,0.2739676862955093,0.4,0.0362562557682395,0.2382876757532358,0.0,0.0,0.0,0.0,0.0,0.19
720,-0.0046,0.3097212314605713,4.0367095391211145e-06,3826065.0,199.58125,113.3,330.2,0.00625,197.52833404541016,113.3,315.7,0.725,0.4352716565132141,0.725,0.27943551987409593,0.4,0.034405413269996646,0.2793661683797836,0.0,0.0,0.0,0.0,0.0,0.19
730,0.0139,0.3246389925479889,4.02331189710611e-06,3880595.0,191.2625,94.9,354.6,0.00625,189.46083374023436,94.9,336.3,0.7125,0.35488148033618927,0.7125,0.23903785049915313,0.45,0.034248278755694625,0.29516771994531155,0.0,0.0,0.0,0.0,0.0,0.2
740,0.0104,0.26686328649520874,4.009914255091104e-06,3935084.0,198.05625,111.8,376.6,0.00625,196.10458374023438,111.8,366.2,0.7125,0.4329260796308517,0.7125,0.31309352815151215,0.3,0.0370808414183557,0.28557992465794085,0.0,0.0,0.0,0.0,0.0,0.2
750,0.0056,0.015732841566205025,3.996516613076099e-06,3983455.0,169.16875,100.9,294.3,0.01875,163.25047912597657,100.9,261.5,0.76875,0.28613715469837187,0.76875,0.18600483983755112,0.6,0.03756622443906963,0.2539939615875483,0.0,0.0,0.0,0.0,0.0,0.2
760,0.0434,0.013843948021531105,3.9831189710610934e-06,4038983.0,205.6,113.8,391.2,0.00625,204.17583618164062,113.8,383.1,0.70625,0.3005365371704102,0.70625,0.23945708572864532,0.5,0.03684779754839838,0.29129918590188025,0.0,0.0,0.0,0.0,0.0,0.2
770,0.0505,0.3276929259300232,3.969721329046089e-06,4091061.0,183.1375,111.5,332.6,0.0125,179.77541809082032,111.5,311.6,0.7,0.42447565495967865,0.7,0.2758470520377159,0.4,0.030938395857810976,0.2864328626543283,0.0,0.0,0.0,0.0,0.0,0.21
780,-0.0039,0.37146782875061035,3.9563236870310825e-06,4137581.0,153.7,95.2,242.7,0.0,153.7,95.2,242.7,0.76875,0.31765361726284025,0.76875,0.2028338447213173,0.55,0.03273218628019094,0.26544618494808675,0.0,0.0,0.0,0.0,0.0,0.21
790,0.0031,0.49398329854011536,3.942926045016077e-06,4186819.0,168.5875,98.3,300.1,0.00625,166.44250030517577,98.3,273.4,0.8625,0.29768308997154236,0.8625,0.2558668553829193,0.4,0.03170997207053006,0.23217347525060178,0.0,0.0,0.0,0.0,0.0,0.21
800,0.022,0.3570058047771454,3.929528403001072e-06,4236942.0,173.76875,93.9,299.1,0.0,173.76875,93.9,299.1,0.75625,0.2901452749967575,0.75625,0.24092506617307663,0.45,0.03564259137492627,0.27196307852864265,0.0,0.0,0.0,0.0,0.0,0.21
810,-0.0144,0.009842867031693459,3.916130760986067e-06,4292057.0,191.56875,119.3,307.5,0.03125,185.81875,119.3,298.7,0.68125,0.33350162506103515,0.68125,0.2512516096234322,0.4,0.040687586180865765,0.2730172654613853,0.0,0.0,0.0,0.0,0.0,0.22
820,0.0196,0.28513026237487793,3.9027331189710614e-06,4344257.0,185.7,103.0,324.4,0.0,185.7,103.0,324.4,0.70625,0.3689580112695694,0.70625,0.2794315963983536,0.4,0.04100531251169741,0.2610490683466196,0.0,0.0,0.0,0.0,0.0,0.22
830,0.0091,0.01086377166211605,3.889335476956056e-06,4395806.0,178.38125,106.4,296.5,0.00625,176.61333465576172,106.4,278.2,0.75,0.35587960481643677,0.75,0.2091464176774025,0.55,0.042608570260927084,0.2652899857610464,0.0,0.0,0.0,0.0,0.0,0.22
840,0.0242,0.4206254184246063,3.875937834941051e-06,4448071.0,178.45625,105.7,296.6,0.00625,176.26958465576172,105.7,267.3,0.71875,0.3786865323781967,0.71875,0.3038512647151947,0.3,0.04565738076344132,0.280560215190053,0.0,0.0,0.0,0.0,0.0,0.23
850,0.0017,0.3300134539604187,3.862540192926045e-06,4502053.0,193.4875,112.0,332.6,0.025,186.34149169921875,112.0,301.9,0.55,0.4255365371704102,0.55,0.2371545597910881,0.45,0.043747947877272965,0.3126793555915356,0.0,0.0,0.0,0.0,0.0,0.23
860,0.0425,0.5290207266807556,3.8491425509110395e-06,4557968.0,206.01875,112.3,365.4,0.0125,202.88042144775392,112.3,345.6,0.6375,0.42189009487628937,0.6375,0.33435574173927307,0.25,0.04337534294463694,0.2633681818842888,0.0,0.0,0.0,0.0,0.0,0.23
870,0.0136,0.38093531131744385,3.835744908896035e-06,4614179.0,205.46875,120.9,381.4,0.0125,201.42041778564453,120.9,330.7,0.64375,0.4433386117219925,0.64375,0.24808630496263503,0.45,0.038997886376455425,0.27221275866031647,0.0,0.0,0.0,0.0,0.0,0.23
880,0.0033,0.4543790817260742,3.822347266881029e-06,4665111.0,179.325,102.5,314.3,0.00625,177.65875091552735,102.5,313.7,0.73125,0.4019195705652237,0.73125,0.3065871447324753,0.3,0.04002352999523282,0.27523835375905037,0.0,0.0,0.0,0.0,0.0,0.24
890,0.034,0.008344619534909725,3.808949624866024e-06,4722428.0,211.58125,107.0,357.8,0.03125,202.70916748046875,107.0,328.4,0.6875,0.37926514744758605,0.6875,0.2598706394433975,0.45,0.050125355692580344,0.2771615397185087,0.0,0.0,0.0,0.0,0.0,0.24
900,0.0478,0.31846946477890015,3.7955519828510185e-06,4776123.0,190.89375,110.7,348.3,0.0,190.89375,110.7,348.3,0.7625,0.3822668671607971,0.7625,0.23040863424539565,0.5,0.0490785101428628,0.2572474081069231,0.0,0.0,0.0,0.0,0.0,0.24
910,0.044,0.35144323110580444,3.7821543408360134e-06,4824886.0,167.81875,98.0,297.9,0.0,167.81875,98.0,297.9,0.73125,0.3838633060455322,0.73125,0.2716612368822098,0.35,0.042108306242153046,0.21719083953648805,0.0,0.0,0.0,0.0,0.0,0.24
920,0.063,0.4075963795185089,3.768756698821008e-06,4876607.0,177.85625,103.8,322.4,0.0,177.85625,103.8,322.4,0.73125,0.3816882520914078,0.73125,0.2779777303338051,0.35,0.04159153015352786,0.2540089026093483,0.0,0.0,0.0,0.0,0.0,0.25
930,0.0196,0.4451376497745514,3.755359056806002e-06,4929587.0,183.825,105.1,327.0,0.0,183.825,105.1,327.0,0.68125,0.39016329646110537,0.68125,0.2975426152348518,0.3,0.04205999905243516,0.2639523956924677,0.0,0.0,0.0,0.0,0.0,0.25
940,0.0316,0.39577263593673706,3.741961414790997e-06,4981314.0,178.84375,95.1,315.3,0.0125,175.50917053222656,95.1,283.6,0.7375,0.39020663499832153,0.7375,0.22871130257844924,0.5,0.04388036439195275,0.2749690439552069,0.0,0.0,0.0,0.0,0.0,0.25
950,-0.0107,0.6135987639427185,3.7285637727759915e-06,5031278.0,171.725,102.4,300.5,0.0,171.725,102.4,300.5,0.73125,0.3836110711097717,0.73125,0.3724430322647095,0.15,0.04081344068981707,0.2597618747502565,0.0,0.0,0.0,0.0,0.0,0.25
960,-0.0036,0.4615936875343323,3.7151661307609864e-06,5082773.0,174.59375,103.5,283.9,0.00625,172.60708465576172,103.5,271.5,0.75625,0.3399716794490814,0.75625,0.2445056840777397,0.45,0.03792364182882011,0.20722531862556934,0.0,0.0,0.0,0.0,0.0,0.26
970,-0.0007,0.3622016906738281,3.701768488745981e-06,5133768.0,176.41875,99.9,308.6,0.0,176.41875,99.9,308.6,0.675,0.3931216776371002,0.675,0.29437338262796403,0.35,0.04052908532321453,0.2373712260276079,0.0,0.0,0.0,0.0,0.0,0.26
