step,loss,grad_norm,learning_rate,num_tokens,completions/mean_length,completions/min_length,completions/max_length,completions/clipped_ratio,completions/mean_terminated_length,completions/min_terminated_length,completions/max_terminated_length,rewards/reward_func/mean,rewards/reward_func/std,reward,reward_std,frac_reward_zero_std,kl,entropy,clip_ratio/low_mean,clip_ratio/low_min,clip_ratio/high_mean,clip_ratio/high_max,clip_ratio/region_mean,epoch
518,0.2633,0.01252809539437294,4.0101220601369455e-05,2463062.0,116.3125,98.75,149.75,0.0625,108.10416793823242,98.75,124.0,0.8125,0.26933756470680237,0.8125,0.26933756470680237,0.5,2.3419858030974865,1.8178914934396744,0.0,0.0,0.0,0.0,0.0,0.28
519,0.2572,7.040921688079834,4.0071449836260794e-05,2467075.0,127.0625,85.25,177.0,0.125,114.81250381469727,85.25,146.25,0.4375,0.26933756470680237,0.4375,0.26933756470680237,0.5,4.86176823079586,3.8731664791703224,0.0,0.0,0.0,0.0,0.0,0.28
520,0.5605,7.473681926727295,4.004167907115213e-05,2471246.0,119.6875,83.75,180.0,0.125,99.1875,83.75,140.5,0.625,0.39433756470680237,0.625,0.39433756470680237,0.25,4.756343871355057,3.562898587435484,0.0,0.0,0.0,0.0,0.0,0.28
521,0.4536,6.051490306854248,4.0011908306043464e-05,2475140.0,108.625,57.0,188.5,0.0625,97.8125,57.0,165.25,0.4375,0.41367512941360474,0.4375,0.41367512941360474,0.25,6.258603990077972,4.5259498953819275,0.0,0.0,0.0,0.0,0.0,0.28
522,0.2256,2.329890012741089,3.99821375409348e-05,2479552.0,129.5,87.0,178.25,0.1875,100.60416793823242,87.0,119.25,0.5,0.25,0.5,0.25,0.5,6.611995026469231,4.361348481848836,0.0,0.0,0.0,0.0,0.0,0.28
523,0.38,3.766467571258545,3.995236677582614e-05,2484397.0,148.5625,92.25,222.25,0.1875,125.08333778381348,92.25,162.75,0.125,0.25,0.125,0.25,0.5,12.550905227661133,6.214345872402191,0.0,0.0,0.0,0.0,0.0,0.28
524,0.5787,1.5679537057876587,3.992259601071748e-05,2488862.0,143.8125,85.5,222.25,0.125,124.85416793823242,85.5,163.25,0.3125,0.41367512941360474,0.3125,0.41367512941360474,0.25,13.601958394050598,6.065097510814667,0.0,0.0,0.0,0.0,0.0,0.28
525,0.1819,2.94909930229187,3.989282524560881e-05,2492907.0,111.3125,85.0,142.75,0.125,92.875,85.0,106.75,0.5625,0.125,0.5625,0.125,0.75,7.580672226846218,3.5452141761779785,0.0,0.0,0.0,0.0,0.0,0.28
526,0.2386,2.9943621158599854,3.986305448050015e-05,2497669.0,143.625,109.0,169.75,0.25,120.125,109.0,136.5,0.5625,0.125,0.5625,0.125,0.75,8.552780574187636,4.089266566559672,0.0,0.0,0.0,0.0,0.0,0.28
527,0.1917,2.4132015705108643,3.983328371539149e-05,2502234.0,139.0625,110.5,171.5,0.125,129.41666793823242,110.5,144.0,0.25,0.0,0.25,0.0,1.0,9.57736524939537,4.346445877104998,0.0,0.0,0.0,0.0,0.0,0.28
528,0.2297,5.876591205596924,3.980351295028282e-05,2506388.0,109.375,97.25,134.75,0.0,109.375,97.25,134.75,0.75,0.25,0.75,0.25,0.5,3.053481511771679,1.5539420805871487,0.0,0.0,0.0,0.0,0.0,0.28
529,0.599,2.5281035900115967,3.9773742185174165e-05,2510797.0,147.3125,88.0,218.0,0.25,111.58333587646484,88.0,145.0,0.4375,0.26933756470680237,0.4375,0.26933756470680237,0.5,10.96038207411766,5.811906707473099,0.0,0.0,0.0,0.0,0.0,0.29
530,0.1972,1.7442628145217896,3.97439714200655e-05,2514884.0,106.9375,84.25,150.75,0.0625,97.14583396911621,84.25,112.25,0.4375,0.26933756470680237,0.4375,0.26933756470680237,0.5,4.788406439125538,2.4920966420322657,0.0,0.0,0.0,0.0,0.0,0.29
531,-0.0351,2.9457437992095947,3.9714200654956836e-05,2518466.0,87.375,80.5,97.5,0.0,87.375,80.5,97.5,0.9375,0.125,0.9375,0.125,0.75,0.2782214470207691,0.19636073615401983,0.0,0.0,0.0,0.0,0.0,0.29
532,0.1471,1.8312355279922485,3.9684429889848174e-05,2523512.0,157.375,114.25,220.5,0.1875,136.58333587646484,114.25,154.5,0.375,0.25,0.375,0.25,0.5,4.777244575321674,2.939453847706318,0.0,0.0,0.0,0.0,0.0,0.29
533,0.2603,3.751039981842041,3.9654659124739506e-05,2529046.0,176.375,142.25,211.5,0.25,160.1875,142.25,186.75,0.25,0.25,0.25,0.25,0.5,7.313642740249634,4.542841076850891,0.0,0.0,0.0,0.0,0.0,0.29
534,0.0665,7.887033939361572,3.9624888359630844e-05,2533977.0,152.9375,115.75,192.25,0.0625,149.16666793823242,115.75,185.0,0.375,0.25,0.375,0.25,0.5,5.827380269765854,3.0644332421943545,0.0,0.0,0.0,0.0,0.0,0.29
535,-0.0552,0.08553072810173035,3.959511759452218e-05,2538901.0,125.25,113.5,132.5,0.0,125.25,113.5,132.5,0.9375,0.125,0.9375,0.125,0.75,0.206047922372818,0.09929678123444319,0.0,0.0,0.0,0.0,0.0,0.29
536,0.185,1.527014136314392,3.956534682941352e-05,2544474.0,190.0625,138.0,242.0,0.25,172.45833587646484,138.0,205.25,0.25,0.39433756470680237,0.25,0.39433756470680237,0.25,7.3878233432769775,4.917526662349701,0.0,0.0,0.0,0.0,0.0,0.29
537,0.3286,1.624536395072937,3.953557606430485e-05,2549226.0,153.75,107.0,229.5,0.1875,128.75000381469727,107.0,158.75,0.375,0.14433756470680237,0.375,0.14433756470680237,0.75,7.45981178432703,4.858876250684261,0.0,0.0,0.0,0.0,0.0,0.29
538,0.2472,5.444350242614746,3.950580529919619e-05,2553245.0,116.4375,88.5,149.75,0.0,116.4375,88.5,149.75,0.3125,0.5193375647068024,0.3125,0.5193375647068024,0.0,4.536027580499649,3.1054582595825195,0.0,0.0,0.0,0.0,0.0,0.29
539,0.3394,7.3111653327941895,3.947603453408753e-05,2556987.0,95.625,77.0,143.5,0.0625,85.02083396911621,77.0,101.25,0.75,0.25,0.75,0.25,0.5,3.1575503647327423,1.5678687132894993,0.0,0.0,0.0,0.0,0.0,0.29
540,0.0519,2.51788067817688,3.944626376897886e-05,2561334.0,133.6875,114.25,164.5,0.0625,125.14583396911621,114.25,135.25,0.625,0.14433756470680237,0.625,0.14433756470680237,0.75,4.649525720626116,1.9363672137260437,0.0,0.0,0.0,0.0,0.0,0.29
541,0.4458,3.697640895843506,3.94164930038702e-05,2565817.0,144.1875,106.0,187.5,0.25,112.77083396911621,106.0,124.0,0.6875,0.125,0.6875,0.125,0.75,8.424225676804781,3.6258740555495024,0.0,0.0,0.0,0.0,0.0,0.29
542,0.0249,1.2307220697402954,3.938672223876154e-05,2570309.0,125.0,116.0,136.75,0.0,125.0,116.0,136.75,0.8125,0.125,0.8125,0.125,0.75,0.14430327154695988,0.26099250838160515,0.0,0.0,0.0,0.0,0.0,0.29
543,0.2759,2.5876541137695312,3.935695147365288e-05,2573911.0,103.875,75.25,155.25,0.0,103.875,75.25,155.25,0.375,0.14433756470680237,0.375,0.14433756470680237,0.75,11.214192762970924,5.032971911132336,0.0,0.0,0.0,0.0,0.0,0.29
544,0.2344,3.7059714794158936,3.932718070854421e-05,2577892.0,102.3125,81.75,138.5,0.0625,97.04166793823242,81.75,119.0,0.75,0.25,0.75,0.25,0.5,5.098724611103535,2.2155780903995037,0.0,0.0,0.0,0.0,0.0,0.29
545,0.2137,0.02899925224483013,3.929740994343555e-05,2582414.0,117.375,67.25,184.0,0.125,98.20833587646484,67.25,126.0,0.625,0.25,0.625,0.25,0.5,6.095789410173893,2.5108663514256477,0.0,0.0,0.0,0.0,0.0,0.29
546,0.0713,2.295672655105591,3.9267639178326886e-05,2586320.0,103.375,96.25,111.0,0.0,103.375,96.25,111.0,0.75,0.0,0.75,0.0,1.0,3.5612296536564827,0.999032374471426,0.0,0.0,0.0,0.0,0.0,0.29
547,0.5154,2.248046875,3.923786841321822e-05,2591475.0,188.9375,134.25,230.25,0.25,155.79166793823242,134.25,181.25,0.3125,0.26933756470680237,0.3125,0.26933756470680237,0.5,20.850489258766174,6.8976680636405945,0.0,0.0,0.0,0.0,0.0,0.29
548,0.3061,3.445385694503784,3.920809764810956e-05,2596870.0,168.4375,113.75,214.5,0.25,131.75,113.75,146.75,0.4375,0.26933756470680237,0.4375,0.26933756470680237,0.5,10.944168522953987,4.273625295609236,0.0,0.0,0.0,0.0,0.0,0.3
549,0.1361,2.0890536308288574,3.9178326883000895e-05,2600897.0,94.1875,59.0,140.25,0.0,94.1875,59.0,140.25,0.5625,0.125,0.5625,0.125,0.75,12.991517439484596,4.081611506640911,0.0,0.0,0.0,0.0,0.0,0.3
550,0.0118,7.874825477600098,3.9148556117892234e-05,2604930.0,100.5625,75.25,118.25,0.0,100.5625,75.25,118.25,0.75,0.25,0.75,0.25,0.5,7.11434780061245,2.2829007375985384,0.0,0.0,0.0,0.0,0.0,0.3
551,0.122,3.989180564880371,3.9118785352783566e-05,2609643.0,147.8125,109.0,176.75,0.0,147.8125,109.0,176.75,0.375,0.39433756470680237,0.375,0.39433756470680237,0.25,6.959281072020531,2.4170215651392937,0.0,0.0,0.0,0.0,0.0,0.3
552,0.2085,3.6962714195251465,3.9089014587674904e-05,2613865.0,129.875,106.75,162.5,0.0625,125.83333587646484,106.75,151.0,0.375,0.14433756470680237,0.375,0.14433756470680237,0.75,7.77738755941391,2.491452407091856,0.0,0.0,0.0,0.0,0.0,0.3
553,-0.0339,4.308435440063477,3.905924382256624e-05,2617945.0,107.5,88.75,123.0,0.0,107.5,88.75,123.0,0.5,0.5386751294136047,0.5,0.5386751294136047,0.0,5.344573050737381,1.6531279720366001,0.0,0.0,0.0,0.0,0.0,0.3
554,0.004,0.02540012262761593,3.9029473057457574e-05,2622318.0,123.3125,120.5,125.25,0.0,123.3125,120.5,125.25,1.0,0.0,1.0,0.0,1.0,0.19804108515381813,0.09530932642519474,0.0,0.0,0.0,0.0,0.0,0.3
555,0.2369,7.439257621765137,3.899970229234892e-05,2625984.0,107.625,94.0,127.5,0.125,100.75,94.0,113.75,0.6875,0.125,0.6875,0.125,0.75,4.525113809853792,1.6206966117024422,0.0,0.0,0.0,0.0,0.0,0.3
556,0.2122,3.9535770416259766,3.896993152724025e-05,2630317.0,137.5625,93.25,189.0,0.1875,107.3125,93.25,121.0,0.25,0.0,0.25,0.0,1.0,10.7106301933527,4.182801748625934,0.0,0.0,0.0,0.0,0.0,0.3
557,0.1084,4.12993049621582,3.894016076213159e-05,2634632.0,114.6875,106.5,125.0,0.0,114.6875,106.5,125.0,0.5625,0.125,0.5625,0.125,0.75,3.1444054804742336,1.2585626738145947,0.0,0.0,0.0,0.0,0.0,0.3
558,-0.2973,2.7752370834350586,3.891038999702293e-05,2639127.0,120.9375,84.25,150.75,0.0,120.9375,84.25,150.75,0.375,0.25,0.375,0.25,0.5,0.259729590266943,0.12443477381020784,0.0,0.0,0.0,0.0,0.0,0.3
559,0.0955,2.637974739074707,3.888061923191426e-05,2642780.0,94.3125,84.25,103.5,0.0,94.3125,84.25,103.5,0.75,0.28867512941360474,0.75,0.28867512941360474,0.5,3.3673939295113087,1.4331117793917656,0.0,0.0,0.0,0.0,0.0,0.3
560,-0.0423,0.1866762787103653,3.88508484668056e-05,2646158.0,83.625,75.0,98.0,0.0,83.625,75.0,98.0,0.9375,0.125,0.9375,0.125,0.75,0.301595501601696,0.13697889260947704,0.0,0.0,0.0,0.0,0.0,0.3
561,-0.0151,1.4249979257583618,3.882107770169694e-05,2650731.0,123.5625,115.5,131.0,0.0,123.5625,115.5,131.0,0.8125,0.125,0.8125,0.125,0.75,0.21036053076386452,0.07891291473060846,0.0,0.0,0.0,0.0,0.0,0.3
562,-0.1113,2.0470693111419678,3.8791306936588276e-05,2655290.0,132.6875,120.5,153.75,0.0,132.6875,120.5,153.75,0.5,0.39433756470680237,0.5,0.39433756470680237,0.25,0.3060773089528084,0.17409536987543106,0.0,0.0,0.0,0.0,0.0,0.3
563,-0.0462,1.6947482824325562,3.876153617147961e-05,2659443.0,106.3125,88.5,126.25,0.0,106.3125,88.5,126.25,0.5,0.25,0.5,0.25,0.5,0.23529209941625595,0.08056838251650333,0.0,0.0,0.0,0.0,0.0,0.3
564,-0.1326,2.202570915222168,3.8731765406370946e-05,2663922.0,136.6875,104.75,159.25,0.0625,133.58333587646484,104.75,155.75,0.4375,0.26933756470680237,0.4375,0.26933756470680237,0.5,0.22500049322843552,0.10250237071886659,0.0,0.0,0.0,0.0,0.0,0.3
565,-0.0102,0.021498223766684532,3.8701994641262285e-05,2668170.0,125.0,120.25,129.0,0.0,125.0,120.25,129.0,0.625,0.14433756470680237,0.625,0.14433756470680237,0.75,0.2480214573442936,0.04111280990764499,0.0,0.0,0.0,0.0,0.0,0.3
566,0.0001,3.011969566345215,3.8672223876153616e-05,2672608.0,128.625,112.0,145.75,0.0,128.625,112.0,145.75,0.375,0.14433756470680237,0.375,0.14433756470680237,0.75,1.3620230555534363,0.9348574616014957,0.0,0.0,0.0,0.0,0.0,0.3
567,0.0081,0.1862470954656601,3.8642453111044955e-05,2676165.0,93.5625,88.5,97.0,0.0,93.5625,88.5,97.0,0.75,0.0,0.75,0.0,1.0,0.3994780108332634,0.24894475610926747,0.0,0.0,0.0,0.0,0.0,0.31
568,0.0545,0.02517126128077507,3.8612682345936294e-05,2680220.0,121.6875,115.25,128.25,0.125,117.0625,115.25,119.25,0.875,0.14433756470680237,0.875,0.14433756470680237,0.75,1.0395689345896244,0.5901125157251954,0.0,0.0,0.0,0.0,0.0,0.31
569,0.0162,0.030497977510094643,3.858291158082763e-05,2684510.0,114.875,104.75,136.25,0.0625,107.9375,104.75,109.75,0.75,0.0,0.75,0.0,1.0,0.723838783800602,0.32432949263602495,0.0,0.0,0.0,0.0,0.0,0.31
570,-0.0662,0.041325636208057404,3.8553140815718964e-05,2689019.0,134.5625,113.25,147.25,0.0,134.5625,113.25,147.25,0.4375,0.125,0.4375,0.125,0.75,0.28382792696356773,0.13321136869490147,0.0,0.0,0.0,0.0,0.0,0.31
571,0.0045,0.03280271589756012,3.85233700506103e-05,2693305.0,120.375,106.5,133.0,0.0,120.375,106.5,133.0,0.75,0.0,0.75,0.0,1.0,0.22666773200035095,0.05927544320002198,0.0,0.0,0.0,0.0,0.0,0.31
572,-0.0346,4.494840145111084,3.849359928550164e-05,2697987.0,139.875,133.5,146.75,0.0,139.875,133.5,146.75,0.375,0.14433756470680237,0.375,0.14433756470680237,0.75,0.1982155442237854,0.036800040397793055,0.0,0.0,0.0,0.0,0.0,0.31
573,0.0078,0.26193591952323914,3.846382852039297e-05,2703376.0,176.3125,167.5,183.0,0.25,112.3125,103.5,119.0,0.25,0.0,0.25,0.0,1.0,0.39330482110381126,0.3504347405396402,0.0,0.0,0.0,0.0,0.0,0.31
574,0.0378,0.04511570185422897,3.843405775528431e-05,2707253.0,102.5625,98.25,112.0,0.0,102.5625,98.25,112.0,0.5,0.25,0.5,0.25,0.5,0.6600276529788971,0.5200029332190752,0.0,0.0,0.0,0.0,0.0,0.31
575,0.03,2.7583487033843994,3.840428699017565e-05,2711408.0,113.4375,98.0,130.75,0.0625,108.29166793823242,98.0,117.25,0.375,0.14433756470680237,0.375,0.14433756470680237,0.75,0.5074585191905499,0.3999614669010043,0.0,0.0,0.0,0.0,0.0,0.31
576,0.074,0.050444915890693665,3.837451622506699e-05,2715719.0,132.6875,105.0,156.0,0.0625,127.02083587646484,105.0,155.5,0.8125,0.125,0.8125,0.125,0.75,0.24412382766604424,0.06463313475251198,0.0,0.0,0.0,0.0,0.0,0.31
577,0.0051,0.018023421987891197,3.834474545995832e-05,2719167.0,81.0,78.75,83.5,0.0,81.0,78.75,83.5,1.0,0.0,1.0,0.0,1.0,0.2547776661813259,0.029393663979135454,0.0,0.0,0.0,0.0,0.0,0.31
578,0.0094,0.02170567773282528,3.831497469484966e-05,2724080.0,140.5625,124.25,161.75,0.0625,136.5625,124.25,151.25,0.25,0.0,0.25,0.0,1.0,0.46649254113435745,0.2999234329909086,0.0,0.0,0.0,0.0,0.0,0.31
579,0.0045,0.025210250169038773,3.8285203929741e-05,2728326.0,115.375,108.75,118.5,0.0,115.375,108.75,118.5,0.5,0.0,0.5,0.0,1.0,0.22328244894742966,0.048737936187535524,0.0,0.0,0.0,0.0,0.0,0.31
580,0.1013,2.066054344177246,3.825543316463233e-05,2732535.0,112.3125,96.5,138.25,0.0,112.3125,96.5,138.25,0.6875,0.125,0.6875,0.125,0.75,0.23609570041298866,0.08735582418739796,0.0,0.0,0.0,0.0,0.0,0.31
581,0.004,0.04932228475809097,3.822566239952367e-05,2737497.0,147.875,141.5,161.5,0.0,147.875,141.5,161.5,1.0,0.0,1.0,0.0,1.0,0.19842452555894852,0.0254655540920794,0.0,0.0,0.0,0.0,0.0,0.31
582,0.0254,0.04811547324061394,3.8195891634415006e-05,2741236.0,89.6875,71.75,113.5,0.0,89.6875,71.75,113.5,0.5,0.0,0.5,0.0,1.0,1.0232531614601612,0.4511959806550294,0.0,0.0,0.0,0.0,0.0,0.31
583,0.0272,2.7034120559692383,3.8166120869306344e-05,2745606.0,130.125,115.75,147.0,0.0,130.125,115.75,147.0,0.75,0.28867512941360474,0.75,0.28867512941360474,0.5,0.3784371055662632,0.2621570392511785,0.0,0.0,0.0,0.0,0.0,0.31
584,0.0561,1.4713603258132935,3.813635010419768e-05,2749904.0,120.875,112.0,128.75,0.0,120.875,112.0,128.75,0.6875,0.26933756470680237,0.6875,0.26933756470680237,0.5,0.26186542958021164,0.09919653693214059,0.0,0.0,0.0,0.0,0.0,0.31
585,0.0435,2.0565924644470215,3.8106579339089015e-05,2754452.0,117.25,106.25,127.5,0.0,117.25,106.25,127.5,0.5625,0.125,0.5625,0.125,0.75,0.20626729354262352,0.056481585605069995,0.0,0.0,0.0,0.0,0.0,0.32
586,0.0331,0.1714855134487152,3.807680857398035e-05,2759586.0,153.625,130.0,171.25,0.125,145.625,130.0,157.75,0.5625,0.125,0.5625,0.125,0.75,0.440619807690382,0.30167062673717737,0.0,0.0,0.0,0.0,0.0,0.32
587,0.005,0.031743124127388,3.8047037808871685e-05,2762899.0,86.0625,81.75,88.75,0.0,86.0625,81.75,88.75,0.75,0.0,0.75,0.0,1.0,0.25103043392300606,0.029306419659405947,0.0,0.0,0.0,0.0,0.0,0.32
588,0.0055,0.039860427379608154,3.801726704376303e-05,2766829.0,105.625,95.5,118.0,0.0,105.625,95.5,118.0,0.5,0.0,0.5,0.0,1.0,0.2752746157348156,0.12498373747803271,0.0,0.0,0.0,0.0,0.0,0.32
589,0.0037,0.020955149084329605,3.798749627865436e-05,2770913.0,106.0,103.0,108.25,0.0,106.0,103.0,108.25,1.0,0.0,1.0,0.0,1.0,0.18267353251576424,0.022248024120926857,0.0,0.0,0.0,0.0,0.0,0.32
590,0.0126,0.2074073851108551,3.79577255135457e-05,2774974.0,107.3125,100.0,116.5,0.0,107.3125,100.0,116.5,0.5625,0.125,0.5625,0.125,0.75,0.46754106134176254,0.21097008418291807,0.0,0.0,0.0,0.0,0.0,0.32
591,-0.1161,3.2626633644104004,3.792795474843704e-05,2779232.0,128.125,106.75,141.5,0.0,128.125,106.75,141.5,0.8125,0.26933756470680237,0.8125,0.26933756470680237,0.5,0.2410752922296524,0.09495690418407321,0.0,0.0,0.0,0.0,0.0,0.32
592,0.0078,0.010231900960206985,3.789818398332837e-05,2783650.0,116.875,109.0,124.75,0.0,116.875,109.0,124.75,0.6875,0.125,0.6875,0.125,0.75,0.22294285148382187,0.045651257038116455,0.0,0.0,0.0,0.0,0.0,0.32
593,0.0057,0.06420823186635971,3.786841321821971e-05,2787615.0,91.3125,84.5,100.5,0.0,91.3125,84.5,100.5,0.5625,0.125,0.5625,0.125,0.75,0.30797310546040535,0.19649218767881393,0.0,0.0,0.0,0.0,0.0,0.32
594,0.0048,0.06151759251952171,3.783864245311105e-05,2791342.0,91.9375,87.0,104.0,0.0,91.9375,87.0,104.0,0.75,0.0,0.75,0.0,1.0,0.23895932361483574,0.04384037293493748,0.0,0.0,0.0,0.0,0.0,0.32
595,0.0229,0.048592910170555115,3.7808871688002387e-05,2795497.0,122.6875,114.25,128.75,0.0,122.6875,114.25,128.75,0.9375,0.125,0.9375,0.125,0.75,0.24660658463835716,0.13249375764280558,0.0,0.0,0.0,0.0,0.0,0.32
596,0.0815,1.690334439277649,3.777910092289372e-05,2800551.0,149.125,137.0,156.25,0.0,149.125,137.0,156.25,0.8125,0.125,0.8125,0.125,0.75,0.20743342489004135,0.10160564165562391,0.0,0.0,0.0,0.0,0.0,0.32
597,0.0053,0.015460285358130932,3.774933015778506e-05,2804763.0,126.25,113.75,142.25,0.0,126.25,113.75,142.25,0.75,0.0,0.75,0.0,1.0,0.26735586300492287,0.1549343653023243,0.0,0.0,0.0,0.0,0.0,0.32
598,0.112,4.463252544403076,3.7719559392676395e-05,2809164.0,143.0625,119.25,187.25,0.0625,136.70833587646484,119.25,173.0,0.625,0.25,0.625,0.25,0.5,0.8623804450035095,0.8870692774653435,0.0,0.0,0.0,0.0,0.0,0.32
599,0.1394,2.829286813735962,3.768978862756773e-05,2813534.0,132.875,110.25,167.75,0.0,132.875,110.25,167.75,0.5625,0.26933756470680237,0.5625,0.26933756470680237,0.5,0.5566036850214005,0.45526130869984627,0.0,0.0,0.0,0.0,0.0,0.32
600,-0.0417,2.5620529651641846,3.7660017862459066e-05,2818017.0,132.6875,103.75,163.25,0.125,118.5625,103.75,138.5,0.5,0.25,0.5,0.25,0.5,0.6318129897117615,0.6425642743706703,0.0,0.0,0.0,0.0,0.0,0.32
601,-0.0283,2.460019111633301,3.7630247097350404e-05,2821675.0,94.625,71.75,115.75,0.0,94.625,71.75,115.75,0.4375,0.5193375647068024,0.4375,0.5193375647068024,0.0,0.9789596423506737,0.9148394409567118,0.0,0.0,0.0,0.0,0.0,0.32
602,0.1563,6.796927452087402,3.760047633224174e-05,2825977.0,123.375,92.0,156.25,0.125,117.25,92.0,150.0,0.5625,0.375,0.5625,0.375,0.25,3.1672970429062843,2.165676848962903,0.0,0.0,0.0,0.0,0.0,0.32
603,0.7063,7.533531188964844,3.757070556713308e-05,2829963.0,109.375,78.5,190.5,0.0625,97.20833396911621,78.5,143.0,0.8125,0.375,0.8125,0.375,0.25,2.7431218326091766,2.1463893204927444,0.0,0.0,0.0,0.0,0.0,0.32
604,0.2706,3.0582218170166016,3.754093480202441e-05,2833889.0,113.125,73.75,180.75,0.125,92.79166793823242,73.75,115.75,0.5625,0.26933756470680237,0.5625,0.26933756470680237,0.5,6.428281769156456,3.457854613661766,0.0,0.0,0.0,0.0,0.0,0.33
605,0.3804,3.0684516429901123,3.751116403691575e-05,2839053.0,172.5,122.75,235.5,0.1875,145.0208339691162,122.75,172.0,0.4375,0.26933756470680237,0.4375,0.26933756470680237,0.5,9.03100374341011,4.183399291709065,0.0,0.0,0.0,0.0,0.0,0.33
606,0.3796,2.5914151668548584,3.748139327180708e-05,2844645.0,196.0,123.25,245.75,0.25,169.75,123.25,217.25,0.25,0.5,0.25,0.5,0.0,11.916848838329315,5.402392387390137,0.0,0.0,0.0,0.0,0.0,0.33
607,0.2977,3.754979133605957,3.745162250669842e-05,2849254.0,145.3125,124.25,163.5,0.1875,140.25,124.25,156.75,0.4375,0.41367512941360474,0.4375,0.41367512941360474,0.25,12.278372883796692,4.512957334518433,0.0,0.0,0.0,0.0,0.0,0.33
608,0.5129,2.2444117069244385,3.742185174158976e-05,2854600.0,175.625,127.5,226.75,0.3125,148.79166793823242,127.5,168.0,0.3125,0.26933756470680237,0.3125,0.26933756470680237,0.5,15.02578854560852,5.103975832462311,0.0,0.0,0.0,0.0,0.0,0.33
609,0.6439,5.1860551834106445,3.73920809764811e-05,2858537.0,116.8125,87.5,187.0,0.0625,109.22916793823242,87.5,162.25,0.5,0.39433756470680237,0.5,0.39433756470680237,0.25,10.355651795864105,3.342427223920822,0.0,0.0,0.0,0.0,0.0,0.33
610,0.5809,2.4670867919921875,3.736231021137244e-05,2863240.0,153.9375,98.25,216.5,0.1875,128.875,98.25,166.5,0.1875,0.375,0.1875,0.375,0.25,17.784027576446533,5.564804673194885,0.0,0.0,0.0,0.0,0.0,0.33
611,0.1645,3.391726493835449,3.733253944626377e-05,2867535.0,132.1875,97.0,176.0,0.125,117.9375,97.0,145.0,0.4375,0.125,0.4375,0.125,0.75,8.160642571747303,2.8989996053278446,0.0,0.0,0.0,0.0,0.0,0.33
612,0.3952,3.880152463912964,3.730276868115511e-05,2872218.0,151.6875,114.0,195.0,0.1875,132.5833339691162,114.0,150.75,0.625,0.25,0.625,0.25,0.5,8.81197115778923,2.8750727269798517,0.0,0.0,0.0,0.0,0.0,0.33
613,0.1211,0.6105871200561523,3.727299791604644e-05,2876164.0,110.625,93.25,128.5,0.0,110.625,93.25,128.5,0.625,0.14433756470680237,0.625,0.14433756470680237,0.75,4.783451572060585,1.518761083483696,0.0,0.0,0.0,0.0,0.0,0.33
614,0.0896,2.562753677368164,3.7243227150937785e-05,2880201.0,108.5625,70.25,126.75,0.1875,79.125,70.25,87.5,0.6875,0.125,0.6875,0.125,0.75,9.217637583613396,3.262691915035248,0.0,0.0,0.0,0.0,0.0,0.33
615,0.2298,4.74183988571167,3.7213456385829117e-05,2883826.0,90.8125,79.75,111.5,0.0,90.8125,79.75,111.5,0.875,0.14433756470680237,0.875,0.14433756470680237,0.75,3.8752850964665413,1.4901252090930939,0.0,0.0,0.0,0.0,0.0,0.33
616,-0.0294,1.6810849905014038,3.7183685620720455e-05,2887942.0,123.75,77.5,178.75,0.0,123.75,77.5,178.75,0.5625,0.41367512941360474,0.5625,0.41367512941360474,0.25,6.653039246797562,2.407154720276594,0.0,0.0,0.0,0.0,0.0,0.33
617,0.545,5.972092628479004,3.7153914855611794e-05,2893027.0,166.8125,106.25,252.25,0.25,132.85416793823242,106.25,158.0,0.0625,0.125,0.0625,0.125,0.75,21.150822162628174,6.770725965499878,0.0,0.0,0.0,0.0,0.0,0.33
618,0.0775,0.027567557990550995,3.7124144090503125e-05,2897623.0,155.25,145.75,171.75,0.0625,153.22916793823242,145.75,168.0,0.9375,0.125,0.9375,0.125,0.75,1.263804618269205,0.5114142000675201,0.0,0.0,0.0,0.0,0.0,0.33
619,0.1739,0.0210872869938612,3.7094373325394464e-05,2901307.0,97.5,79.5,114.0,0.0,97.5,79.5,114.0,0.8125,0.26933756470680237,0.8125,0.26933756470680237,0.5,5.896561108529568,1.3309810310602188,0.0,0.0,0.0,0.0,0.0,0.33
620,0.5282,5.454728603363037,3.70646025602858e-05,2906445.0,175.375,125.5,238.0,0.25,152.41666793823242,125.5,180.75,0.3125,0.26933756470680237,0.3125,0.26933756470680237,0.5,10.362884879112244,3.5359259247779846,0.0,0.0,0.0,0.0,0.0,0.33
621,0.5678,1.092853307723999,3.703483179517714e-05,2911356.0,162.9375,135.75,216.75,0.1875,147.52083587646484,135.75,179.5,0.75,0.39433756470680237,0.75,0.39433756470680237,0.25,7.22403297200799,1.9571236800402403,0.0,0.0,0.0,0.0,0.0,0.33
622,0.1511,1.1755428314208984,3.700506103006847e-05,2915964.0,140.5,102.75,173.75,0.125,122.9375,102.75,142.5,0.75,0.25,0.75,0.25,0.5,5.1592544466257095,1.888561287894845,0.0,0.0,0.0,0.0,0.0,0.33
623,0.2883,6.0641703605651855,3.697529026495981e-05,2920478.0,143.375,93.75,173.75,0.1875,123.35416793823242,93.75,147.25,0.5625,0.125,0.5625,0.125,0.75,11.039263762533665,2.646263513714075,0.0,0.0,0.0,0.0,0.0,0.34
